poiname,lat,lon,tag,source
荣丰2008,39.894668,116.336595,住宅区,北京发布
钟村街,22.968000,113.334966,道路,广州市卫生健康委员会
紫金长河,39.981955,116.303986,住宅区,北京发布
浦东星河湾,31.192452,121.535774,住宅区,上海市卫生健康委员会
泉塘镇,31.195923,117.693461,乡镇,芜湖发布微信公众号
仙桃市中医院,30.361868,113.459295,综合医院,仙桃市卫生健康委员会
青青家园,30.361631,113.462330,住宅区,仙桃市卫生健康委员会
兴隆村,30.144017,113.486959,村庄,仙桃市卫生健康委员会
潭口村,30.506804,113.038638,村庄,仙桃市卫生健康委员会
雷场村,30.429061,113.141267,村庄,仙桃市卫生健康委员会
下夹沟村,30.420671,113.157771,村庄,仙桃市卫生健康委员会
香铺村,30.442021,113.022102,村庄,仙桃市卫生健康委员会
大福,30.446002,113.589809,村庄,仙桃市卫生健康委员会
高龙村,30.454521,113.581839,村庄,仙桃市卫生健康委员会
葛家湾村,30.439482,113.615732,村庄,仙桃市卫生健康委员会
新兴庙村,30.448101,113.599636,村庄,仙桃市卫生健康委员会
易王村,30.436635,113.586411,村庄,仙桃市卫生健康委员会
冯台村,30.364501,113.126558,村庄,仙桃市卫生健康委员会
四合村,30.405242,113.080173,村庄,仙桃市卫生健康委员会
沟一村,30.380089,113.215162,村庄,仙桃市卫生健康委员会
叶河村,30.339921,113.478317,村庄,仙桃市卫生健康委员会
长高村,30.394602,113.558289,村庄,仙桃市卫生健康委员会
胡花,30.412830,113.590943,村庄,仙桃市卫生健康委员会
黄旺村,30.401911,113.547108,村庄,仙桃市卫生健康委员会
挖沟村,30.293356,113.480824,村庄,仙桃市卫生健康委员会
汪洲村,30.276315,113.482591,村庄,仙桃市卫生健康委员会
义礼村,30.307782,113.556277,村庄,仙桃市卫生健康委员会
群兴村,30.172056,113.670987,村庄,仙桃市卫生健康委员会
朱排口村,30.233611,113.687222,村庄,仙桃市卫生健康委员会
八一村,30.219137,113.597767,村庄,仙桃市卫生健康委员会
团结村,30.097080,113.528939,村庄,仙桃市卫生健康委员会
十一墩社区,30.362314,113.461151,住宅区,仙桃市卫生健康委员会
金城花园,30.373577,113.431398,住宅区,仙桃市卫生健康委员会
纯良村,30.240218,113.744505,村庄,仙桃市卫生健康委员会
仙桃·福星城,30.356017,113.459347,住宅区,仙桃市卫生健康委员会
现代·森林国际城,30.340344,113.463588,住宅区,仙桃市卫生健康委员会
紫金城(沙嘴路西四巷),30.354633,113.447833,住宅区,仙桃市卫生健康委员会
润泽天下综合楼,30.349734,113.433551,房产,仙桃市卫生健康委员会
新城壹号(钱沟南路),30.346587,113.460041,住宅区,仙桃市卫生健康委员会
水厂花园,30.243617,113.375716,住宅区,仙桃市卫生健康委员会
横浩村,30.283876,113.558130,村庄,仙桃市卫生健康委员会
邵沈渡村,30.156680,113.256431,村庄,仙桃市卫生健康委员会
东升村,30.250470,113.340107,村庄,仙桃市卫生健康委员会
保平社区,24.434430,107.838994,村庄,广西河池卫生健康委员会
大战场镇,37.401404,105.559076,乡镇,中卫发布
杜柳,30.347740,113.432070,村庄,仙桃市卫生健康委员会
星城国际,30.351238,113.457817,住宅区,仙桃市卫生健康委员会
金河村,30.474578,113.600037,村庄,仙桃市卫生健康委员会
宏达路,30.355415,113.437587,道路,仙桃市卫生健康委员会
长襄路,30.416473,113.542566,道路,仙桃市卫生健康委员会
南环路,30.240673,113.372432,道路,仙桃市卫生健康委员会
长埫口大道,30.426535,113.580819,道路,仙桃市卫生健康委员会
杨林路,30.134469,113.514059,道路,仙桃市卫生健康委员会
沙嘴社区,30.356004,113.444019,住宅区,仙桃市卫生健康委员会
仙桃市沔阳公馆,30.352916,113.451103,住宅区,仙桃市卫生健康委员会
都安县电子商务创业园,23.955739,108.115446,工业园区,广西河池卫生健康委员会
城市丽景,30.351912,113.455067,住宅区,仙桃市卫生健康委员会
仙桃市财政局宿舍,30.358672,113.445659,住宅区,仙桃市卫生健康委员会
红树福苑,22.509569,114.04548,住宅区,深圳市卫生健康委员会
玉兰香苑,31.201341,121.633158,住宅区,上海市卫生健康委员会
广丰村,30.403076,116.703541,村庄,安庆市卫生健康委员会
东南大厦(万松东路),27.777822,120.660883,写字楼,瑞安发布微信公众号
烟集村,30.890123,111.877135,村庄,宜昌发布微信公众号
合意村,30.787619,111.746136,村庄,宜昌发布微信公众号
木店村,30.767559,111.743829,村庄,宜昌发布微信公众号
黄金村,30.464786,111.650516,村庄,宜昌发布微信公众号
杨家河村,30.404805,111.822680,村庄,宜昌发布微信公众号
乌龟碑社区,30.710288,111.297752,住宅区,宜昌发布微信公众号
梅子垭村,30.767934,111.349865,村庄,宜昌发布微信公众号
营盘村,31.311176,110.679725,村庄,宜昌发布微信公众号
灵城街道,22.425302,109.296413,乡镇,钦州市人民政府
檀圩镇,22.340005,109.205083,乡镇,钦州市人民政府
常刘路社区,30.713202,111.304513,住宅区,宜昌发布微信公众号
红星路社区,30.692446,111.289680,住宅区,宜昌发布微信公众号
官大堰村,30.410502,111.570855,村庄,宜昌发布微信公众号
湖口社区,30.473363,111.208705,住宅区,宜昌发布微信公众号
珠海路社区,30.704905,111.319007,住宅区,宜昌发布微信公众号
樵湖二路社区,30.721050,111.291766,住宅区,宜昌发布微信公众号
石板溪社区,30.709015,111.288013,住宅区,宜昌发布微信公众号
坝陵桥社区,30.837726,111.789005,村庄,宜昌发布微信公众号
大房坪社区,30.178563,111.093085,村庄,宜昌发布微信公众号
黄金卡社区,30.776872,111.342811,村庄,宜昌发布微信公众号
王家花园,30.753455,108.377640,住宅区,重庆发布微信公众号
官沟社区,30.335068,113.412185,村庄,仙桃市卫生健康委员会
满庭春社区,30.354433,113.415782,村庄,仙桃市卫生健康委员会
蔡帮社区,30.337055,113.497009,村庄,仙桃市卫生健康委员会
新建村,30.202160,113.564136,村庄,仙桃市卫生健康委员会
凯丰D区,24.837191,108.259322,住宅区,广西河池卫生健康委员会
刘口社区,30.351173,113.461037,村庄,仙桃市卫生健康委员会
绿湾社区,30.334418,113.469179,村庄,仙桃市卫生健康委员会
袁市社区,30.374103,113.410141,村庄,仙桃市卫生健康委员会
联华超市(益江店),31.199538,121.630896,农副产品,上海市卫生健康委员会
知春路八十二号院,39.974168,116.329983,住宅区,北京发布
东直门内北小街8号院,39.947715,116.426286,住宅区,北京日报
万科·蓝山,23.23326,113.344272,住宅区,广州市卫生健康委员会
中海橡园国际,23.088655,113.25862,房产,广州市卫生健康委员会
城市超市(虹梅路店),31.186988,121.387900,超市,上海市卫生健康委员会
尚海湾(凯滨路),31.179273,121.460787,住宅区,上海市卫生健康委员会
虹六菜市场,31.184270,121.382534,农副产品,上海市卫生健康委员会
大树村,30.409722,108.259533,村庄,重庆发布公众号
围灯村,30.638357,108.322285,村庄,重庆发布公众号
下中村,30.517998,108.262723,村庄,重庆发布公众号
移民之家富康苑,30.755939,108.373393,住宅区,重庆发布公众号
恒森·水晶郦城,30.817002,108.359451,住宅区,重庆发布公众号
城郊乡,35.398950,114.086581,乡镇,新乡市卫生健康委员会
滕岗,32.045696,114.656212,村庄,信阳市卫生健康委员会
淮凤村,32.322945,115.093421,村庄,信阳市卫生健康委员会
王店村,31.944124,115.412522,村庄,信阳市卫生健康委员会
观庙村,31.832890,115.183902,村庄,信阳市卫生健康委员会
季楼村,32.386402,115.866567,村庄,信阳市卫生健康委员会
英庄镇,32.769807,112.449219,乡镇,南阳市卫生健康委员会
桐寨铺镇,32.799183,112.725484,乡镇,南阳市卫生健康委员会
少拜寺镇,32.796055,113.143779,乡镇,南阳市卫生健康委员会
王集镇,32.615406,112.309120,乡镇,南阳市卫生健康委员会
谷西村,34.946751,114.888181,村庄,开封市卫生健康委员会
张庄寨村,34.908291,115.044968,村庄,开封市卫生健康委员会
北曹,34.318852,114.203368,村庄,开封市卫生健康委员会
许村岗村,34.238235,114.747155,村庄,开封市卫生健康委员会
牛墩村,34.748297,114.314942,村庄,开封市卫生健康委员会
瀍河区银河小区,34.722513,112.521507,住宅区,洛阳市卫生健康委员会
达顺小区,43.855818,125.352391,住宅区,吉林省人民政府
四屯,44.791469,127.591238,村庄,哈尔滨发布
哈尔滨软件园小区,45.742621,126.702991,住宅区,哈尔滨发布
孙家屯,45.351545,126.705259,村庄,哈尔滨发布
再来回民仓买,45.699134,126.696319,超市,哈尔滨发布
星海康嘉园,31.689722,120.210657,住宅区,无锡发布
廊下花苑,31.60654,120.518456,住宅区,无锡发布
东莱新村,31.889368,120.609898,住宅区,苏州发布
黄英村,31.956316,121.570336,村庄,南通发布官方微博
兄弟村,31.885012,121.095145,村庄,南通发布官方微博
柴垛村,32.608826,120.294856,村庄,南通发布官方微博
竹园村,32.545590,120.855545,村庄,南通发布官方微博
三官殿村,32.109603,120.740267,村庄,南通发布官方微博
钟楼新村,31.890995,121.248395,住宅区,南通发布官方微博
东方花园(人民中路),33.903153,117.963246,住宅区,徐州发布
奥体·清华苑,33.919099,117.962252,住宅区,徐州发布
城南新村,33.488911,119.143561,村庄,淮安市人民政府
盛庄村,33.443953,119.162849,村庄,淮安市人民政府
华裕黄金海岸,35.963661,120.228532,住宅区,青岛市卫生健康委员会
五大道,35.041284,118.362064,住宅区,临沂市卫生健康委员会
兴丰苑小区,31.851021,117.293576,住宅区,合肥市卫生健康委员会
北城明珠,31.971443,117.259672,住宅区,合肥市卫生健康委员会
合浦新村,31.865561,117.354301,住宅区,合肥市卫生健康委员会
丰泽园,32.929336,117.357522,住宅区,蚌埠市卫生健康委员会
山水华庭,32.913947,117.336357,住宅区,蚌埠市卫生健康委员会
陆湖村,33.085002,116.863055,村庄,蚌埠市卫生健康委员会
阿尔卡迪亚阳光苑,32.928691,117.364157,住宅区,蚌埠市卫生健康委员会
董老寨村,33.176217,116.212444,村庄,安徽省亳州市人民政府
椿树镇,31.688079,116.721275,乡镇,六安市卫生健康委委员会
康桥花园,30.742702,120.787379,住宅区,嘉兴市卫生健康委员会
南田墩村,29.093445,121.931329,村庄,象山发布
李宅基村,28.437496,121.165083,村庄,乐清发布官方微博
盛宅下村,28.390712,121.174685,村庄,乐清发布官方微博
大乌石村,28.250269,121.068869,村庄,乐清发布官方微博
靖江村,28.270774,121.087391,村庄,乐清发布官方微博
里塘村,28.248040,121.118010,村庄,乐清发布官方微博
小芙村,28.310962,121.056723,村庄,乐清发布官方微博
黄良村,28.167168,120.974618,村庄,乐清发布官方微博
潭头村,28.227239,120.993601,村庄,乐清发布官方微博
霞雪村,28.204753,120.998401,村庄,乐清发布官方微博
黎明村,28.205454,121.032260,村庄,乐清发布官方微博
朴湖一村,28.190887,121.026071,村庄,乐清发布官方微博
上仙垟村,28.234620,121.030307,村庄,乐清发布官方微博
小乌石村,28.241541,121.069949,村庄,乐清发布官方微博
后所村,28.121125,120.977283,村庄,乐清发布官方微博
万岙村,28.089935,120.966264,村庄,乐清发布官方微博
蟾西村,28.049520,120.867570,村庄,乐清发布官方微博
殿后村,28.004528,120.958854,村庄,乐清发布官方微博
东方村,28.019404,120.969731,村庄,乐清发布官方微博
东塘下村,28.023768,120.971586,村庄,乐清发布官方微博
南街村,28.023130,120.968643,村庄,乐清发布官方微博
沙头村,28.046098,120.985585,村庄,乐清发布官方微博
曙光村,28.009161,120.967515,村庄,乐清发布官方微博
晚斜阳村,28.019463,120.942088,村庄,乐清发布官方微博
新河村,28.040065,120.981389,村庄,乐清发布官方微博
里岙,28.199948,121.092719,村庄,乐清发布官方微博
上池头村,28.014060,120.942781,村庄,乐清发布官方微博
南城社区,28.123091,120.959741,住宅区,乐清发布官方微博
远大花苑,28.216088,121.038038,住宅区,乐清发布官方微博
岙里村,28.324473,121.193941,村庄,乐清发布官方微博
坎头村,28.462678,121.156105,村庄,乐清发布官方微博
焦山,29.121346,119.321636,村庄,金华发布官方微博
油草塘村,28.888800,119.970487,村庄,金华发布官方微博
马畈村,29.466370,120.135221,村庄,金华发布官方微博
楂林一村,29.471606,120.145917,村庄,金华发布官方微博
李塘村,29.364098,120.187596,村庄,金华发布官方微博
白坦二村,29.310766,120.400637,村庄,金华发布官方微博
吴宅村,29.158392,120.151794,村庄,金华发布官方微博
上留庄村,29.202566,119.808797,村庄,金华发布官方微博
新厦·东方和园,29.442409,119.891709,住宅区,金华发布官方微博
白坦村,29.308181,120.401274,村庄,金华发布官方微博
半山御景,24.496551,118.111409,住宅区,厦门市卫生健康委员会
溪口,24.991375,118.472019,村庄,泉州市卫生健康委员会
清水岩,25.122283,118.125478,景区,泉州市卫生健康委员会
联盟村,25.003561,118.297220,村庄,泉州市卫生健康委员会
庄内村,24.982160,118.812672,村庄,泉州市卫生健康委员会
夏仕武,30.033739,114.580807,村庄,大治市人民政府
黄莲寺,30.195103,114.701961,村庄,黄石发布
范家湾,30.275923,114.824899,村庄,大治市人民政府
黄天禄,30.265835,114.857826,村庄,大治市人民政府
上南湾,30.169784,114.845605,村庄,大治市人民政府
老虎头,30.239492,115.049577,村庄,大治市人民政府
姜德伍,30.144172,114.845511,村庄,黄石市卫生健康委员会
百花村,30.147848,115.060904,村庄,大治市人民政府
枯树咀,30.129777,115.118999,村庄,大治市人民政府
庆洪村,30.140800,115.079098,村庄,大治市人民政府
大屋涂,30.012165,114.561075,村庄,大治市人民政府
金畈村,30.025626,114.635609,村庄,黄石发布
纪方塘,30.006083,114.685629,村庄,黄石市卫生健康委员会
朋畈村,30.034731,115.206965,村庄,黄石市卫生健康委员会
秦垴村,29.965472,114.871270,村庄,黄石市卫生健康委员会
月亮山小区,30.204285,115.090820,住宅区,黄石市卫生健康委员会
石料山社区,30.196874,115.065477,住宅区,大治市人民政府
南岳社区,30.219704,115.069895,住宅区,大治市人民政府
黄石开发区团街办马鞍山社区,30.220417,115.027855,政府机关,黄石发布
铜草花园,30.111557,114.976878,住宅区,大治市人民政府
金牛大酒店(冶金路店),30.018071,114.632348,酒店,大治市人民政府
五岳水岸新城,30.098823,114.988542,住宅区,大治市人民政府
铜花小区,30.168755,114.960107,住宅区,黄石市卫生健康委员会
国源村,30.112007,114.973929,住宅区,大治市人民政府
浮屠镇,29.901180,115.090280,乡镇,黄石市卫生健康委员会
兴国镇,29.840737,115.207998,乡镇,黄石市卫生健康委员会
三溪镇,29.823098,114.950709,乡镇,大治市人民政府
排市镇,29.719301,115.060050,乡镇,大治市人民政府
枫林镇,29.758483,115.403888,乡镇,大治市人民政府
胜利社区,30.172897,114.971747,村庄,大治市人民政府
桥虹小区,30.097546,114.98449,住宅区,黄石市卫生健康委员会
叶家塘社区,30.201339,115.122535,村庄,黄石市卫生健康委员会
下冯湾小区,30.108249,114.973780,住宅区,大治市人民政府
长江大学西校区,30.355061,112.147656,高校,荆州市卫生健康委员会
硚房康城,30.332486,112.238135,住宅区,荆州市卫生健康委员会
新冠壹品漫城,30.330028,112.236388,住宅区,荆州市卫生健康委员会
益寿园,30.315736,112.2568,住宅区,荆州市卫生健康委员会
奥林香樟园,30.294998,112.288747,住宅区,荆州市卫生健康委员会
东方新城(三湾路),30.293664,112.28882,住宅区,荆州市卫生健康委员会
江津花园,30.31294,112.245379,住宅区,荆州市卫生健康委员会
龙山村,30.586675,112.100204,村庄,荆州市卫生健康委员会
官坪村,30.448792,112.209958,村庄,荆州市卫生健康委员会
纪南村,30.404688,112.159988,村庄,荆州市卫生健康委员会
岳山村,30.370330,112.237550,村庄,荆州市卫生健康委员会
清河村,30.365534,112.247671,村庄,荆州市卫生健康委员会
文岗村,30.385918,112.479108,村庄,荆州市卫生健康委员会
大庆路,30.326115,112.231748,道路,荆州市卫生健康委员会
观台村,30.239992,112.085581,村庄,荆州市卫生健康委员会
刘家桥村,30.195594,112.111917,村庄,荆州市卫生健康委员会
龙华村,30.212834,112.026362,村庄,荆州市卫生健康委员会
普兴村,30.243154,112.071089,村庄,荆州市卫生健康委员会
沙口村,30.225150,112.362727,村庄,荆州市卫生健康委员会
白荷村,30.334948,112.128492,村庄,荆州市卫生健康委员会
双马村,30.213222,112.054733,村庄,荆州市卫生健康委员会
菁菁家园,30.286973,112.295338,住宅区,荆州市卫生健康委员会
幸福新村A区,30.280738,112.307866,住宅区,荆州市卫生健康委员会
草池坪,31.120508,110.726194,村庄,宜昌市卫生健康委员会
双湖村,30.437041,111.697735,村庄,宜昌市卫生健康委员会
东山小区,30.72008,111.29543,住宅区,宜昌市卫生健康委员会
虹桥社区(樵湖一路),30.716483,111.286962,住宅区,宜昌市卫生健康委员会
联棚村,30.643445,111.270703,村庄,宜昌市卫生健康委员会
火光村,30.655470,111.352710,村庄,宜昌市卫生健康委员会
平湖馨苑,30.741215,111.31453,住宅区,宜昌市卫生健康委员会
太平溪村,30.845487,111.010265,村庄,宜昌市卫生健康委员会
石坪村,30.399882,111.639746,村庄,宜昌市卫生健康委员会
晓阳村,29.569753,113.709145,村庄,岳阳市人民政府
里王村,26.420902,112.928997,村庄,衡阳市卫生健康委员会
口前村,27.729094,111.211192,村庄,娄底发布
金瓶村,27.716759,111.431813,村庄,娄底发布
余元村,27.708226,111.410580,村庄,娄底发布
木瓜村,27.717396,111.573384,村庄,娄底发布
段家湾村,27.389854,112.143238,村庄,娄底发布
庙山村,27.536442,111.502472,村庄,邵阳市卫生健康委员会
栗坪,27.408921,111.217057,村庄,邵阳市卫生健康委员会
龙头村,27.337120,111.611971,村庄,邵阳市卫生健康委员会
联丰村,27.354881,111.821714,村庄,邵阳市卫生健康委员会
平口村,27.190683,110.744458,村庄,邵阳市卫生健康委员会
五四村,27.217846,110.980901,村庄,邵阳市卫生健康委员会
人字村,27.123929,111.410825,村庄,邵阳市卫生健康委员会
廖泥村,27.346811,111.839131,村庄,邵阳市卫生健康委员会
盛世华庭,26.999387,111.299931,住宅区,邵阳市卫生健康委员会
锦绣华城,27.307052,111.459496,住宅区,邵阳市卫生健康委员会
乐陶苑,22.533458,113.085865,住宅区,荆州市卫生健康委员会
鸿威·金都雅苑,23.177528,114.409086,住宅区,惠州发布
走马埔村,23.468279,117.057790,村庄,汕头发布
嘉宝田花园,22.557978,114.111117,住宅区,深圳市卫生健康委员会
雅颂居(福中三路),22.543637,114.066576,住宅区,深圳市卫生健康委员会
花样年·花好园,22.528269,114.025153,住宅区,深圳市卫生健康委员会
渔农村金地名津,22.516103,114.073676,住宅区,深圳市卫生健康委员会
金德丰雅居,22.690177,114.113213,住宅区,深圳市卫生健康委员会
上北,23.059497,113.091259,村庄,佛山市卫生健康局
广浩华庭,22.563068,113.340916,住宅区,中山市卫生健康委员会
沙潭村,28.458670,115.984010,村庄,南昌市卫生健康委员会
罗万村,28.692997,115.959784,村庄,南昌市卫生健康委员会
万科城(京东南大道),28.649508,115.971816,住宅区,南昌市卫生健康委员会
前进村,29.601224,115.733460,村庄,九江市卫生健康委员会
彭坪村,29.490226,114.908007,村庄,九江市卫生健康委员会
丰光苑,28.458584,117.962669,住宅区,上饶发布
后坊,28.025604,116.057801,村庄,宜春市卫生健康委员会
张巷村,28.145652,115.918762,村庄,宜春市卫生健康委员会
傅家村,28.292125,115.553240,村庄,宜春市卫生健康委员会
锦华小区,28.228651,114.915426,住宅区,宜春发布
横昌村,26.291433,114.287170,村庄,吉安市卫生健康委员会
马蹄镇,27.738514,105.763137,乡镇,泸州市人民政府
南江,26.698172,108.094181,村庄,贵州市人民政府
派华新都,26.574513,104.848282,住宅区,开封市卫生健康委员会
都市坐标,25.0183,102.729781,住宅区,昆明发布
昆船花园,24.988538,102.797169,住宅区,昆明发布官方微博
杨营村,33.067575,115.061426,村庄,阜阳市卫生健康委员会
高寨村,32.825809,115.525373,村庄,阜阳市卫生健康委
桃园村,32.622176,115.660645,村庄,阜阳市卫生健康委员会
澄月社区,30.203975,115.074464,住宅区,大治市人民政府
保安镇小学,30.171131,114.746443,小学,黄石发布
晋安三号院,37.895282,112.57796,住宅区,太原发布
宝应碧桂园,33.221773,119.340273,住宅区,扬州发布
翡翠城,27.810704,114.414241,住宅区,宜春市卫生健康委员会
云中阁,30.318374,112.260234,住宅区,荆州市卫生健康委员会
硚房康城8栋,30.331279,112.237056,房产,荆州市卫生健康委员会
硚房康城2栋,30.332939,112.238148,房产,荆州市卫生健康委员会
新苑b区127号楼,30.329652,112.203930,房产,荆州市卫生健康委员会
罗滩分场,30.350187,112.018247,农林牧渔,荆州市卫生健康委员会
财富广场南区2号楼,32.931675,117.370977,房产,蚌埠市卫生健康委员会
花市林场,29.890462,114.917820,农林牧渔,大治市人民政府
护城河畔1栋,30.339209,112.218849,房产,荆州市卫生健康委员会
景洪农场三分场,21.985604,100.753408,农林牧渔,西双版纳发布
嘉富丽苑5号楼,30.329438,112.225264,房产,荆州市卫生健康委员会
九房后村,28.024757,120.973035,村庄,乐清发布官方微博
彭桥村,28.031223,120.937951,村庄,乐清发布官方微博
香樟村,27.017916,110.687933,村庄,邵阳市卫生健康委员会
陶家坪,30.826648,108.396742,住宅区,重庆发布公众号
花厅口村,24.817619,118.601628,村庄,泉州市卫生健康委员会
上谢村,28.892075,119.967220,村庄,金华发布官方微博
流大塘村,29.293158,119.975736,村庄,金华发布官方微博
刘孟家园,39.838112,116.302465,住宅区,北京发布
石塘村,28.819235,120.052336,村庄,金华发布官方微博
城西街道,29.297003,119.987429,乡镇,荆州市卫生健康委员会
南苑街道,34.766487,114.315873,乡镇,开封市卫生健康委员会
县浦公寓,28.106348,120.972611,住宅区,乐清发布官方微博
云顶花园,30.104599,114.978501,住宅区,黄石市卫生健康委员会
海门高新区,31.884131,121.156915,乡镇,南通发布官方微博
亚光社区,30.217619,115.077877,住宅区,大治市人民政府
滨湖国际,30.321697,112.257101,住宅区,荆州市卫生健康委员会
时尚豪庭,30.309675,112.250643,住宅区,荆州市卫生健康委员会
水岸阳光(北京西路),30.334314,112.229088,住宅区,荆州市卫生健康委员会
日月星·国际华侨城,30.306227,112.2736,住宅区,荆州市卫生健康委员会
津桥公馆,32.908456,117.304420,住宅区,蚌埠市卫生健康委员会
秦潭小区,32.029029,121.697530,住宅区,南通发布官方微博
杨庄,34.387374,114.479202,村庄,开封市卫生健康委员会
中金御景园,28.102435,120.967351,住宅区,乐清发布官方微博
天恒王府,33.526381,119.147893,住宅区,淮安市人民政府
天桥社区,30.209770,115.097520,住宅区,大治市人民政府
丰源上城,27.263575,111.752142,住宅区,邵阳市卫生健康委员会
还建楼,30.138405,115.044939,住宅区,黄石发布
速8酒店(南环路长江大学店),30.336212,112.206462,酒店,荆州市卫生健康委员会
嘉禾国际,30.105526,114.96498,住宅区,黄石发布
彩虹大厦,30.104844,114.967188,房产,大治市人民政府
龙江花园小区,31.886302,121.254704,住宅区,南通发布官方微博
黄世升小区,30.103093,114.973311,住宅区,黄石市卫生健康委员会
徽州家园,32.905348,115.788427,住宅区,阜阳市卫生健康委
吟口何家,28.665489,116.354669,村庄,南昌市卫生健康委员会
沙角,28.048947,120.982100,村庄,乐清发布官方微博
郭公庄幸福家园东区,39.818101,116.310473,住宅区,北京发布
旺角宾馆,30.015789,114.630641,酒店,大治市人民政府
罐头厂小区,30.336652,112.199764,住宅区,荆州市卫生健康委员会
中信凯旋城花园5期,23.042374,114.453037,住宅区,惠州发布
学堂洲工业园,30.323410,112.192503,工业园区,荆州市卫生健康委员会
塘湾,27.273002,110.741566,村庄,邵阳市卫生健康委员会
阳光3区,28.294758,115.758178,房产,宜春市卫生健康委员会
市水利局家属院,35.068200,118.345120,住宅区,临沂市卫生健康委员会
吉祥凤凰城A区,30.343939,112.202803,住宅区,荆州市卫生健康委员会
沙井街道,28.696548,115.856445,乡镇,南昌市卫生健康委员会
圆梦国际,30.122846,114.980233,住宅区,大治市人民政府
黄长源湾,30.135685,114.838352,村庄,黄石市卫生健康委员会
紫荆御景,30.343613,112.225966,住宅区,荆州市卫生健康委员会
御龙天下,30.301646,112.268289,住宅区,荆州市卫生健康委员会
丽枫酒店(深圳海雅缤纷城店),22.557655,113.906411,酒店,深圳市卫生健康委员会
汇景苑,30.766506,108.411700,住宅区,重庆发布公众号
温屋村,22.767015,113.834441,村庄,深圳市卫生健康委员会
百岩书院,30.808958,108.377327,教育培训,重庆发布公众号
上海大道,30.764468,108.448137,道路,重庆发布公众号
桥西街,24.704283,118.431923,道路,泉州市卫生健康委员会
太岳东路,30.336567,112.242982,道路,荆州市卫生健康委员会
军民街,27.113457,111.042084,道路,邵阳市卫生健康委员会
张公山新村六村613栋,32.922655,117.334754,房产,蚌埠市卫生健康委员会
万达华府,30.341553,112.22475,住宅区,荆州市卫生健康委员会
锦华第一郡,32.865285,115.810804,住宅区,阜阳市卫生健康委
光明澜湾九里,22.763093,108.398686,住宅区,广西南宁市卫生健康委员会网站
碧波路,30.319851,112.250090,道路,荆州市卫生健康委员会
市场路,30.343314,112.187767,道路,荆州市卫生健康委员会
万科城,36.682730,117.105765,住宅区,济南市卫生健康委员会
厦门花园A区,47.241296,127.112412,住宅区,绥化发布
利鑫名苑,46.413559,125.332161,住宅区,绥化发布
名邦国际花都,33.039675,115.283056,住宅区,阜阳市卫生健康委员会
黄思湾社区,30.194643,115.132407,村庄,大治市人民政府
西陵区学院街道珍珠路社区,30.702472,111.288442,住宅区,宜昌市卫生健康委员会
白沙脑社区,30.647428,111.350726,住宅区,宜昌市卫生健康委员会
东山社区,40.719642,120.942332,住宅区,葫芦岛市人民政府
西峡社区,30.715818,111.292540,政府机关,宜昌市卫生健康委员会
果园路社区,30.696427,111.298218,住宅区,宜昌市卫生健康委员会
团结社区,30.180842,114.984288,村庄,大治市人民政府
康宁社区,30.179620,114.979715,住宅区,大治市人民政府
八泉社区,30.205711,115.098464,住宅区,大治市人民政府
小梁街,29.870926,121.550714,道路,宁波发布
江津路,30.302010,112.282492,道路,荆州市卫生健康委员会
纺印二路,30.266549,112.335273,道路,荆州市卫生健康委员会
海上明月,28.112347,121.010614,住宅区,乐清发布官方微博
东方凯旋城(福州路),33.583161,119.091625,住宅区,淮安市人民政府
经泽湖畔,29.030729,111.702159,住宅区,常德市卫生健康委员会
盟科涵舍1号楼,45.702351,126.637177,房产,哈尔滨发布
嘉禾华府,30.103204,114.968253,住宅区,黄石市卫生健康委员会
红门路47号华容小区,30.309948,112.262738,住宅区,荆州市卫生健康委员会
子龙路社区,30.827474,111.795114,村庄,宜昌市卫生健康委员会
大房坪社区居委会,30.178490,111.093067,政府机关,宜昌市卫生健康委员会
顺驰太阳城,30.327891,112.256318,住宅区,荆州市卫生健康委员会
西湖小区,28.514546,114.356744,住宅区,宜春市卫生健康委员会
官坪七组,30.454499,112.200258,地名,荆州市卫生健康委员会
金源世纪城2区菁华园,30.282768,112.318245,住宅区,荆州市卫生健康委员会
江南新村,29.444442,119.897219,住宅区,金华发布官方微博
城西小区,30.353768,112.171005,住宅区,荆州市卫生健康委员会
陶瓷烟花市场,27.673299,113.506244,购物,株洲市卫生健康委员会
荆州市旅游集散中心,30.354185,112.227847,旅行社,荆州市卫生健康委员会
紫南花园,34.706289,113.693415,住宅区,郑州市卫生健康委员会
上冯湾西小区,30.11757,114.973035,住宅区,大治市人民政府
黄蒋叶陈小区,30.113461,114.967191,住宅区,黄石市卫生健康委员会
新七街西花园小区,33.788789,113.235572,住宅区,平顶山市卫生健康委员会
三里停车场,31.474877,104.640004,停车场,绵阳市卫生健康委员会
中颐牧羊湖社区,30.196365,115.071654,住宅区,大治市人民政府
矿山路社区,30.209964,114.896186,住宅区,黄石市卫生健康委员会
绿地之窗,30.367434,112.213528,住宅区,荆州市卫生健康委员会
峰烈山小区,30.206567,114.996420,住宅区,黄石市卫生健康委员会
新加坡·国际,30.347316,112.233577,住宅区,荆州市卫生健康委员会
胜阳港社区,30.215566,115.090819,住宅区,大治市人民政府
海观山社区,30.218391,115.086700,地名,黄石市卫生健康委员会
桃花岭社区,30.692888,111.293711,住宅区,宜昌市卫生健康委员会
